VIN (1-10),County,City,State
KNDC3DLC2N,Mason,Shelton,WA
7SAYGDEE9N,Clark,Vancouver,WA
7SAYGDEE8N,Chelan,Chelan,WA
5YJ3E1EA4L,Whatcom,Bellingham,WA
1FADP5EU9H,King,Seattle,WA
5YJ3E1EC0N,Snohomish,Lynnwood,WA
1G1FX6S00P,Grays Harbor,Montesano,WA
2C4RC1N79M,San Juan,Lopez Island,WA
WVGJNPE25N,King,Seattle,WA
YV4H60DZ8N,King,Seattle,WA
WDDVP9AB6H,Whitman,Pullman,WA
1G1FW6S01J,Clallam,Sequim,WA
5YJ3E1EA0J,Thurston,Tumwater,WA
1N4AZ1CP0J,Thurston,Olympia,WA
1G1FZ6S07L,King,Seattle,WA
5YJ3E1EB4L,King,Renton,WA
5YJ3E1EA6N,King,Seattle,WA
1G1FW6S02H,Benton,Richland,WA
5YJ3E1EB2K,Snohomish,Lake Stevens,WA
7SAYGDEF6P,Clark,Vancouver,WA
YV4BR0DZ4N,Pierce,Gig Harbor,WA
WVGGNPE24N,King,Woodinville,WA
5YJ3E1EA6K,Clark,Camas,WA
5YJ3E1EC1L,Clark,Ridgefield,WA
5YJSA1E20G,King,Mercer Island,WA
5YJ3E1EA9N,King,Seattle,WA
1G1FX6S04H,Pierce,Steilacoom,WA
5YJXCBE48J,Douglas,East Wenatchee,WA
1N4AZ0CP1D,Snohomish,Edmonds,WA
JTDKN3DPXC,King,Kent,WA
JTMAB3FV2M,Garfield,Pomeroy,WA
1N4BZ1CP8K,Thurston,Olympia,WA
5YJ3E1EB7J,King,Kirkland,WA
JN1AZ0CP0C,Thurston,Olympia,WA
5YJYGDEE7M,Benton,Richland,WA
3FA6P0PU9H,Thurston,Tumwater,WA
5YJ3E1EB6M,Snohomish,Snohomish,WA
1N4BZ1DV7N,Whatcom,Blaine,WA
1G1FW6S00H,Kitsap,Bainbridge Island,WA
5YJSA1E27J,King,Sammamish,WA
5YJ3E1EB1K,King,Kirkland,WA
5YJ3E1EB8M,Clark,Washougal,WA
5YJ3E1EB8N,Snohomish,Monroe,WA
5YJYGDEE0L,Pierce,Ruston,WA
JHMZC5F11J,Pierce,Tacoma,WA
5YJ3E1EA9J,King,Kirkland,WA
1N4AZ1CV8N,King,Seattle,WA
5YJYGDEE2M,King,Kirkland,WA
5YJ3E1EA7L,King,Auburn,WA
1N4AZ0CP6F,King,Seattle,WA
3C3CFFGEXD,Whatcom,Bellingham,WA
5YJSA1E44H,King,Kent,WA
5YJXCBE21J,King,Bellevue,WA
7SAYGDEE8N,Snohomish,Bothell,WA
7SAYGDEEXN,King,Issaquah,WA
1N4BZ0CP5G,King,Bellevue,WA
5YJ3E1EA8N,King,Snoqualmie,WA
5YJSA1H29F,Benton,Kennewick,WA
KNDCC3LG6L,King,Renton,WA
3C3CFFGE5J,Clark,Vancouver,WA
JN1AZ0CP5C,King,Kirkland,WA
KM8K33AG2M,Clark,Vancouver,WA
5YJSA1S24F,King,Redmond,WA
1N4AZ1BV0N,King,Vashon,WA
WMZYU7C54K,Snohomish,Bothell,WA
WVWKR7AU2K,King,Kirkland,WA
1N4BZ1CP5K,King,Sammamish,WA
5YJ3E1EB0N,Clark,Vancouver,WA
2C4RC1S73M,Spokane,Spokane,WA
5YJXCAE24H,King,Seattle,WA
5YJ3E1EB0J,Snohomish,Bothell,WA
5YJXCBE49G,Clark,Vancouver,WA
YV4BC0PL6H,King,Seattle,WA
JTDKARFP9L,King,Seattle,WA
1N4BZ0CP4H,Thurston,Olympia,WA
WBAJA9C59J,Pierce,Bonney Lake,WA
WVGTMPE27M,King,Issaquah,WA
2C4RC1N72J,Mason,Shelton,WA
3C3CFFGE6F,King,Seattle,WA
7SAYGDEE6N,King,Auburn,WA
3FA6P0PU3J,King,Seattle,WA
5YJYGDEE0M,King,Bellevue,WA
5YJSA1E52N,King,Kirkland,WA
1N4AZ0CP5F,King,Seattle,WA
1G1RB6E47C,Island,Oak Harbor,WA
WVGTMPE21M,Spokane,Liberty Lake,WA
7SAYGDEE6N,Snohomish,Lynnwood,WA
5YJXCBE20L,King,Sammamish,WA
WMW13DJ06N,Pierce,Tacoma,WA
JTDKN3DP2E,King,Vashon,WA
5YJXCDE22L,King,Bellevue,WA
5YJSA1H21F,King,Seattle,WA
5YJ3E1EB7M,King,Kirkland,WA
KM8KNDAF1P,Clark,Vancouver,WA
1N4AZ0CP1F,King,Redmond,WA
KNDCE3LG4K,Kitsap,Bainbridge Island,WA
1N4BZ0CP7H,King,Seattle,WA
5YJSA1E49G,King,Redmond,WA
5UXTS1C08L,King,Seattle,WA
5YJ3E1EAXJ,King,Seattle,WA
JTMAB3FV3M,King,North Bend,WA
7SAYGDEE4N,King,Seattle,WA
1N4AZ0CP4F,King,Vashon,WA
WVGUNPE24M,King,Issaquah,WA
WMZ23BS07M,Kitsap,Bainbridge Island,WA
KNDCE3LG4K,Thurston,Olympia,WA
KM8KNDAFXN,Cowlitz,Kalama,WA
WVGUNPE29M,King,Redmond,WA
1N4AZ1CP0J,King,Kent,WA
1G1RA6E43C,King,Seattle,WA
7SAYGDEEXN,Snohomish,Edmonds,WA
5YJ3E1EA0M,Pierce,Tacoma,WA
5LMYJ9YY1L,King,Bellevue,WA
5YJSA1E49H,King,Issaquah,WA
5YJXCBE47K,King,Mercer Island,WA
WVGGNPE25N,Snohomish,Snohomish,WA
1G1RD6E45E,King,Bothell,WA
5YJYGDEE8M,King,Bellevue,WA
5YJ3E1EA0K,Snohomish,Monroe,WA
WBY1Z8C59H,King,Burien,WA
5YJYGAEEXM,Clark,Battle Ground,WA
5YJXCBE25J,King,Seattle,WA
1FADP5CUXF,King,Redmond,WA
1G1FX6S00H,Clark,Vancouver,WA
WP0AC2Y12L,King,Mercer Island,WA
5YJ3E1EB6J,Snohomish,Bothell,WA
1G1FZ6S0XN,Skagit,Mount Vernon,WA
5YJYGDEE0M,King,Renton,WA
5YJXCBE29J,Spokane,Spokane,WA
5YJXCBE29H,King,Bellevue,WA
7SAXCAE50N,King,Sammamish,WA
5YJSA1E26M,Kitsap,Bainbridge Island,WA
7SAYGDEF4N,Spokane,Spokane Valley,WA
5YJSA1H11E,Skagit,Mount Vernon,WA
1N4AZ1CV3M,Snohomish,Snohomish,WA
1N4AZ1BV5M,Clark,Camas,WA
5YJ3E1EB4K,Spokane,Spokane,WA
5YJYGAEEXM,Island,Freeland,WA
1G1RB6E48C,Clark,Vancouver,WA
5YJ3E1EA8J,Clark,Vancouver,WA
7FCEHDB71N,King,Kent,WA
5YJ3E1EB6K,King,Shoreline,WA
JTDKARFP2J,Snohomish,Snohomish,WA
1FMCU0KZ8N,Snohomish,Brier,WA
5YJXCBE28H,King,Issaquah,WA
5YJ3E1EAXJ,Snohomish,Everett,WA
5YJ3E1EB8J,King,Sammamish,WA
LPSED3KA7N,King,North Bend,WA
5YJ3E1EBXN,King,Seatac,WA
YV4BR0CZ3N,King,Redmond,WA
WP1AE2A2XJ,King,Lake Forest Park,WA
WA1LAAGE3N,Kitsap,Bainbridge Island,WA
YV4BR0DL9M,Snohomish,Stanwood,WA
5YJYGDEE7M,King,Seattle,WA
KNDCC3LG5N,Island,Freeland,WA
1N4AZ0CP6F,King,Seattle,WA
5YJSA1E21F,King,Hunts Point,WA
WAUFJBFW9N,King,Mercer Island,WA
5YJSA1H18E,Clark,Vancouver,WA
7SAXCBE65N,King,Kent,WA
WMZYU7C58K,King,Kirkland,WA
JA4J24A53J,King,Burien,WA
2C4RC1L72H,Skagit,Mount Vernon,WA
1G1RC6E41F,Benton,Kennewick,WA
1G1RA6S58J,King,Kirkland,WA
YV4BR0DK3M,Kittitas,Ellensburg,WA
1N4BZ1DVXM,King,Federal Way,WA
JTDKARFPXJ,King,Normandy Park,WA
JTDKARFP2H,Thurston,Olympia,WA
5YJ3E1EB8K,King,Bellevue,WA
1G1FZ6S01N,Kitsap,Port Orchard,WA
7SAYGDEE2N,King,Seattle,WA
JA4J24A59K,Thurston,Olympia,WA
WBA7J2C37H,Chelan,Wenatchee,WA
5YJSA1E55M,King,Clyde Hill,WA
5YJ3E1EA1L,King,Seattle,WA
KNDC4DLC2N,Whatcom,Bellingham,WA
1N4BZ0CP2G,King,Seattle,WA
KNDCR3L10P,King,Shoreline,WA
5YJ3E1EB2N,Pierce,Bonney Lake,WA
5YJYGAEE8M,Kitsap,Bainbridge Island,WA
LPSED3KA9M,King,Seattle,WA
1N4AZ0CP6D,King,Bellevue,WA
5UXTA6C08N,King,Bellevue,WA
5YJ3E1EB9N,Kitsap,Bremerton,WA
5YJ3E1EB5J,Snohomish,Bothell,WA
5YJSA1E20J,King,Medina,WA
1N4AZ1CP8J,King,Renton,WA
5YJYGDED3M,Pierce,Tacoma,WA
7SAYGDEE8N,Snohomish,Snohomish,WA
KNDCC3LG2K,King,Shoreline,WA
3FA6P0SUXE,King,Woodinville,WA
5YJYGDEE0M,King,Seattle,WA
5YJYGDEE9M,Pierce,University Place,WA
5YJ3E1EA5K,King,Seattle,WA
5YJ3E1EB1N,King,Bellevue,WA
5YJ3E1EB1N,Pierce,Spanaway,WA
1N4AZ0CP8F,King,Seattle,WA
1N4AZ0CP0F,King,Kent,WA
LYVBR0DM3K,King,Bothell,WA
7SAYGAEE9N,Snohomish,Bothell,WA
5YJ3E1EBXN,Snohomish,Lynnwood,WA
5YJYGDEE0L,Snohomish,Everett,WA
1N4BZ0CP9H,King,Issaquah,WA
1G1FW6S00N,Thurston,Olympia,WA
5YJSA1E26H,King,Bellevue,WA
YV4H60CZ6N,King,Des Moines,WA
3FA6P0SU8K,Thurston,Olympia,WA
7SAYGDEE2N,King,Bellevue,WA
5YJ3E1EB9L,King,Redmond,WA
5YJYGAEE7M,King,Newcastle,WA
JTDKARFP4J,Clark,Ridgefield,WA
1N4AZ0CP6F,Spokane,Medical Lake,WA
JTDKARFP2H,Snohomish,Lake Stevens,WA
5YJYGDEF6M,King,Federal Way,WA
7SAYGDEE5N,King,Tukwila,WA
WP0AA2Y16M,King,Bellevue,WA
5YJ3E1EB6J,King,Bellevue,WA
1N4AZ0CPXF,Thurston,Olympia,WA
5YJ3E1EA5M,King,Federal Way,WA
5YJXCAE26J,King,Bellevue,WA
5YJ3E1EB1M,King,Kirkland,WA
1N4AZ0CP8F,King,Seattle,WA
5YJ3E1EB3N,King,Kirkland,WA
5YJSA1DP6D,King,Snoqualmie,WA
JTDKARFP5H,King,Seattle,WA
JTDKN3DP1C,King,Seattle,WA
1G1RB6S54H,Cowlitz,Longview,WA
JHMZC5F38J,Clark,Vancouver,WA
1N4AZ1CVXM,King,Seattle,WA
1N4BZ1CP9L,King,Kirkland,WA
7SAXCAE53N,Kittitas,Cle Elum,WA
SADHD2S11N,Whatcom,Bellingham,WA
WMW13DJ09P,King,Bellevue,WA
7SAYGDEE1N,Snohomish,Everett,WA
1N4BZ1CP5K,King,Bellevue,WA
JTDKARFP9H,King,Auburn,WA
5YJ3E1EB8N,Jefferson,Chimacum,WA
WBY1Z8C36H,King,Bellevue,WA
YV4BR0DLXK,Pierce,Bonney Lake,WA
1FADP5CU5D,Snohomish,Arlington,WA
1G1FW6S06H,King,Seattle,WA
5YJYGDEE9M,King,Bellevue,WA
WA1E2AFY5L,King,Clyde Hill,WA
1N4BZ1DP8L,Benton,Richland,WA
1FTBW9CKXN,San Juan,Olga,WA
1G1FY6S01N,Spokane,Spokane,WA
5YJXCDE21H,King,Issaquah,WA
JTDKN3DP4C,King,Seattle,WA
2C4RC1N71M,King,Seattle,WA
WBY1Z4C52F,King,Federal Way,WA
1N4AZ1BV4P,Thurston,Olympia,WA
WBY2Z2C56F,Pierce,Edgewood,WA
5YJSA1E29H,King,Black Diamond,WA
LPSEG3KA4N,Whitman,Pullman,WA
5YJ3E1EC5N,Pierce,Gig Harbor,WA
5YJ3E1EB5M,King,Seattle,WA
1G1FW6S07H,Thurston,Olympia,WA
5UXTA6C09M,Snohomish,Edmonds,WA
5YJXCBE26M,Thurston,Olympia,WA
WMZYU7C49J,King,Kirkland,WA
5YJ3E1EB2J,King,Sammamish,WA
1G1FZ6S03N,King,Renton,WA
5YJ3E1EA9N,King,Seattle,WA
5YJSA1E20G,King,Clyde Hill,WA
KNDJX3AEXH,Pierce,Fircrest,WA
5YJYGDEE2L,King,Bellevue,WA
5YJ3E1EB0M,Snohomish,Edmonds,WA
3FA6P0PU9H,Pierce,Tacoma,WA
5YJ3E1EA4J,King,Issaquah,WA
1N4BZ1CP8L,King,Burien,WA
5YJSA1S1XE,King,Bothell,WA
5YJ3E1EA9M,Snohomish,Lynnwood,WA
5UXKT0C55J,Snohomish,Lynnwood,WA
5YJSA1E25F,Pierce,Bonney Lake,WA
5YJYGDEE7M,King,Mercer Island,WA
JTDKARFP4J,Cowlitz,Woodland,WA
7SAYGDEE1N,King,Bellevue,WA
7SAYGAEE8N,Snohomish,Bothell,WA
5YJSA1E69N,King,Newcastle,WA
5YJ3E1EB2L,Pierce,Bonney Lake,WA
5YJYGDEEXM,Thurston,Olympia,WA
WAUUPBFF5J,King,Issaquah,WA
7SAYGDEE8N,Whitman,Pullman,WA
1G1FY6S05M,Thurston,Lacey,WA
1N4AZ1CP6J,Kitsap,Bremerton,WA
1G1FY6S06L,Snohomish,Bothell,WA
5YJYGDEE1M,King,Bellevue,WA
KM8KRDAF8P,King,Covington,WA
5YJ3E1EB2K,King,Shoreline,WA
YV4BR0CL5M,King,Kirkland,WA
WAUTPBFFXG,King,Seattle,WA
1G1FY6S09K,San Juan,Friday Harbor,WA
1N4AZ0CP0F,King,Redmond,WA
5YJ3E1EB4N,King,Tukwila,WA
1N4BZ1DV9N,Pierce,Roy,WA
1G1FX6S08H,Snohomish,Arlington,WA
5YJ3E1EA7J,Whatcom,Bellingham,WA
1FADP5CU0F,Jefferson,Port Townsend,WA
5YJ3E1EA7N,King,Kent,WA
7SAYGDEE9N,Snohomish,Stanwood,WA
7SAYGAEE7N,King,Seattle,WA
5YJXCDE23H,King,Redmond,WA
5YJYGDEE4L,Grant,Moses Lake,WA
5YJ3E1EB2N,King,Issaquah,WA
5UXTA6C03N,Spokane,Greenacres,WA
5YJXCBE2XL,King,Seattle,WA
1N4AZ1CP5K,King,Kirkland,WA
YV4BC0PL0H,King,Maple Valley,WA
5YJ3E1EB0J,King,Bellevue,WA
5YJXCBE23G,King,Seattle,WA
WA1E2AFY1L,King,Shoreline,WA
5YJXCAE21L,King,Shoreline,WA
1C4JJXP68M,Yakima,Selah,WA
1N4AZ1CP1J,King,Seattle,WA
YV4BC0PM5H,King,Redmond,WA
1N4AZ0CP1F,Pierce,Puyallup,WA
WBY1Z4C58F,Jefferson,Quilcene,WA
KL8CL6S00G,Yakima,Selah,WA
5YJYGDEF2M,King,Seattle,WA
5YJ3E1EAXJ,Mason,Lilliwaup,WA
1C4JJXP62N,Spokane,Spokane,WA
1N4AZ1BV0P,Clark,Washougal,WA
5YJSA1E65M,Thurston,Olympia,WA
5YJYGDEE1L,King,Issaquah,WA
KNDC3DLC5N,Whatcom,Blaine,WA
KM8KM4AE0N,King,Seattle,WA
3FMTK1RM3M,Benton,Kennewick,WA
5YJYGAEE5M,King,Issaquah,WA
7SAXCDE50N,Kitsap,Bremerton,WA
1C4JJXP61M,Yakima,Yakima,WA
LPSED3KA2N,Mason,Belfair,WA
5YJSA1E28H,San Diego,San Diego,CA
7SAXCDE53N,King,Woodinville,WA
JN1AZ0CPXC,Clark,Vancouver,WA
5YJSA1DP8D,Lewis,Winlock,WA
KNAGV4LDXJ,King,Kirkland,WA
7SAYGDEF1N,Grant,Ephrata,WA
JTDKN3DP8C,King,Renton,WA
KNDC3DLC2N,King,Sammamish,WA
1G1FW6S09H,King,Fall City,WA
5YJSA1H11E,King,Seattle,WA
JA4J24A57K,Thurston,Olympia,WA
JTDKARFP3J,Kitsap,Bainbridge Island,WA
5YJ3E1EB3L,King,Snoqualmie,WA
3FA6P0PU2F,King,Mercer Island,WA
WBY2Z2C58G,Franklin,Pasco,WA
JTDKN3DP7D,Whatcom,Bellingham,WA
5YJYGDEF7L,King,Snoqualmie,WA
1C4JJXP67M,Snohomish,Edmonds,WA
5YJ3E1EA4M,Jefferson,Port Townsend,WA
5YJXCDE26J,Chelan,Chelan,WA
7SAYGDEE5N,Snohomish,Mukilteo,WA
1C4JJXP65N,Kitsap,Bremerton,WA
7SAYGAEE7N,King,Kirkland,WA
2C4RC1N74L,King,Burien,WA
5YJSA1E41H,King,Kirkland,WA
1G1FZ6S0XK,Clark,Battle Ground,WA
5YJYGDEE4L,Snohomish,Bothell,WA
WBY1Z4C51E,King,Redmond,WA
WAUTPBFF2H,Thurston,Tumwater,WA
5YJ3E1EC1P,Pierce,Tacoma,WA
KNDCM3LD3J,Snohomish,Snohomish,WA
5YJ3E1EA3N,Snohomish,Bothell,WA
5YJ3E1EA4J,King,North Bend,WA
JTDKARFP3K,Thurston,Olympia,WA
5YJ3E1EB1J,Benton,West Richland,WA
1N4AZ1CP3K,Kitsap,Port Orchard,WA
5YJ3E1EB0J,King,Issaquah,WA
5YJYGDEE6L,Skagit,Bow,WA
5YJXCBE20J,Clark,Brush Prairie,WA
5YJ3E1EA3L,Snohomish,Bothell,WA
1N4AZ0CPXD,Snohomish,Monroe,WA
JTDKN3DP4C,King,Tukwila,WA
1G1FZ6S04M,Whatcom,Ferndale,WA
7SAYGDEEXN,Snohomish,Bothell,WA
KM8K53AG5M,King,Seatac,WA
5YJ3E1EB2J,Island,Camano Island,WA
JTDKN3DP0E,Clark,Camas,WA
7SAYGDEE2N,Spokane,Spokane,WA
5YJYGDEE7L,Snohomish,Monroe,WA
5YJ3E1EB1K,Whatcom,Bellingham,WA
WVWKP7AU3G,King,Seattle,WA
WBY7Z6C58J,King,Kirkland,WA
7SAYGDEE8N,King,Burien,WA
JTMAB3FV4M,King,Seattle,WA
1N4AZ1CP2K,King,Kirkland,WA
5YJ3E1EB4M,King,Issaquah,WA
KNDC3DLCXN,King,Renton,WA
3MW5P9J03M,King,Redmond,WA
1N4AZ0CP9E,Whatcom,Deming,WA
3FA6P0PU8F,Jefferson,Port Hadlock,WA
KNDJX3AE6J,Snohomish,Lynnwood,WA
5YJ3E1EB2K,King,Issaquah,WA
KNDCC3LG3N,King,Kent,WA
3FMTK3SU4M,Skagit,Sedro-Woolley,WA
5YJYGDEE4L,Clark,Vancouver,WA
1N4AZ0CP7D,King,Vashon,WA
5YJSA1H14E,Kittitas,Ronald,WA
1N4AZ1CP1J,King,Bellevue,WA
5YJXCDE2XJ,Snohomish,Snohomish,WA
1G1RD6E47D,King,Kirkland,WA
5YJSA1CG7D,King,Bellevue,WA
7SAYGDEF9N,King,Seatac,WA
5YJSA1E28G,Snohomish,Snohomish,WA
WVWKR7AU0H,King,Kirkland,WA
1G1FY6S02L,King,Seattle,WA
1G1RC6S59K,Benton,Richland,WA
1G1FW6S0XH,Pierce,Tacoma,WA
WDDVP9AB4E,King,Seattle,WA
5YJ3E1EB1L,King,Kirkland,WA
3FA6P0PU0F,Snohomish,Bothell,WA
JTMEB3FV5M,Clark,Vancouver,WA
5YJSA1E28H,Pierce,Tacoma,WA
JN1AZ0CP8B,Thurston,Lacey,WA
WA1LAAGE7M,King,Bellevue,WA
5YJYGDEE0L,King,Seattle,WA
1G1RD6E44E,Spokane,Spokane,WA
5YJSA1E29J,King,Kirkland,WA
W1N0G5DBXL,King,Fall City,WA
WVWPP7AU9F,King,Seattle,WA
5YJ3E1EB8K,King,Yarrow Point,WA
5YJ3E1EBXM,King,Bellevue,WA
5YJXCAE2XH,King,Woodinville,WA
7SAXCBE56P,Clark,Camas,WA
5YJ3E1EB0N,Thurston,Olympia,WA
JA4J24A50L,Whatcom,Custer,WA
KNDCM3LD5L,Pierce,Tacoma,WA
1N4AZ0CP8G,King,Bellevue,WA
5YJYGDEE2M,King,Seattle,WA
KNDRJDLH4N,Skagit,Mount Vernon,WA
YV4BC0PM4H,King,Redmond,WA
1N4AZ1CP5J,King,Kirkland,WA
5YJSA1E27G,Yakima,Yakima,WA
5YJYGDEE8L,Pierce,Gig Harbor,WA
5YJYGDEF4M,King,Bellevue,WA
1C4JJXR6XM,Thurston,Lacey,WA
5YJSA1E47J,San Juan,Friday Harbor,WA
3C3CFFGE6D,Grays Harbor,Aberdeen,WA
3FA6P0SU3K,Pierce,Gig Harbor,WA
7SAYGDEE2P,Snohomish,Bothell,WA
3C3CFFGE9H,King,Seattle,WA
1G1FY6S07L,Pierce,Gig Harbor,WA
1G1FW6S02H,Clark,Washougal,WA
1G1FX6S05H,King,Enumclaw,WA
5YJ3E1EB0K,King,Seattle,WA
3FMTK2SUXN,Thurston,Olympia,WA
5YJSA1E15F,King,Snoqualmie,WA
1G1FW6S09H,Thurston,Olympia,WA
7SAYGDEE8N,Benton,Richland,WA
5YJ3E1EB4J,Grays Harbor,Pacific Beach,WA
5YJ3E1EA2L,King,Kirkland,WA
WA1LAAGE4N,King,Kenmore,WA
3FA6P0PU4H,King,Auburn,WA
5YJ3E1EC1N,Clark,Vancouver,WA
5YJSA1E59M,King,Redmond,WA
JA4J24A54K,Thurston,Olympia,WA
5YJ3E1EB8N,Snohomish,Bothell,WA
KL8CL6S09E,King,Redmond,WA
2C4RC1N77L,Cowlitz,Longview,WA
1G1RB6S58H,Whatcom,Bellingham,WA
5UXKT0C55G,Snohomish,Edmonds,WA
1FADP5CU8G,King,Vashon,WA
3FA6P0SU8G,King,Woodinville,WA
JTDKARFP3J,King,Redmond,WA
WBAJB1C54J,Clark,Yacolt,WA
5YJSA1E28J,King,Clyde Hill,WA
5YJSA1E4XL,Clark,Vancouver,WA
1G1FW6S05L,Grant,Ephrata,WA
5UXTS1C02M,Skagit,Anacortes,WA
7SAYGDEE7N,King,Kirkland,WA
5YJ3E1EB6L,Clark,Vancouver,WA
1N4BZ1CP4K,Snohomish,Lynnwood,WA
7SAYGDEE6N,Snohomish,Bothell,WA
1N4BZ1CPXK,Spokane,Spokane Valley,WA
5YJ3E1EB4J,King,Kirkland,WA
5YJXCBE21L,King,Seattle,WA
KL8CK6S07G,Clark,Vancouver,WA
1G1RA6E48C,King,Bellevue,WA
YV4BC0PM9H,King,Seattle,WA
3FA6P0PU8E,Pierce,Lakewood,WA
5YJXCBE21J,King,Renton,WA
KM8K33AG2M,King,Shoreline,WA
5YJYGAEE7M,Benton,Kennewick,WA
KNDCE3LG3L,Snohomish,Arlington,WA
YV4ED3GB2N,King,Bellevue,WA
5YJYGDEE5M,Whitman,Pullman,WA
WAUTPBFF5H,Napa,Napa,CA
5YJ3E1EB1J,Kitsap,Bainbridge Island,WA
7SAYGDEEXN,King,Bellevue,WA
5YJYGDEE7L,Clark,Vancouver,WA
KM8K23AG7L,King,Seattle,WA
WP0AH2A7XJ,King,Kent,WA
1G1FZ6S06K,King,Seattle,WA
5YJYGAEE1M,King,Renton,WA
5YJYGDEE5M,Chelan,Wenatchee,WA
5YJ3E1EB5J,Snohomish,Bothell,WA
5YJ3E1EA0N,King,Seattle,WA
1N4BZ0CP7G,King,Carnation,WA
5YJSA1E27H,King,Seattle,WA
5YJ3E1EA2N,Snohomish,Everett,WA
5YJSA1E26H,Pierce,Gig Harbor,WA
KM8K33AGXN,Pierce,Tacoma,WA
5YJ3E1EA8K,Clallam,Port Angeles,WA
1FADP5CU0D,Spokane,Spokane Valley,WA
1FMCU0EZXN,Yakima,Moxee,WA
5YJ3E1EB5K,King,Sammamish,WA
5YJYGDEF9L,King,Bellevue,WA
5YJ3E1EB1J,Benton,Kennewick,WA
1G1RD6E42E,Island,Coupeville,WA
WVGUNPE24M,Snohomish,Mountlake Terrace,WA
7SAYGDEF6N,King,Newcastle,WA
1FMCU0KZ9N,King,Bellevue,WA
KNDCE3LG3K,King,Seattle,WA
2C4RC1L72J,King,Kirkland,WA
WP0AC2Y11L,Pierce,Lakewood,WA
1N4AZ0CP5F,King,Woodinville,WA
WBY1Z6C39H,King,Seattle,WA
KNDCC3LG9K,King,Burien,WA
5YJ3E1EA6J,Pierce,Tacoma,WA
5YJSA1AG3D,King,Woodinville,WA
JN1AZ0CP2C,King,Seattle,WA
5YJ3E1EC3N,Yakima,Sunnyside,WA
5YJ3E1EB3K,King,Redmond,WA
5YJYGDEEXM,King,Seattle,WA
WBY7Z6C5XJ,King,Seattle,WA
5YJ3E1EB9M,King,Renton,WA
WVWKR7AU4K,King,Seattle,WA
1G1RC6S55J,King,Seattle,WA
WAUSPBFF3H,Snohomish,Everett,WA
5YJ3E1EB3M,King,Redmond,WA
1N4AZ0CPXF,King,Seattle,WA
1G1FX6S03J,Snohomish,Granite Falls,WA
JTDKARFP2H,Thurston,Olympia,WA
5YJ3E1EB3K,King,Seattle,WA
1G1FZ6S04K,Island,Langley,WA
5YJ3E1EA3J,King,Redmond,WA
1G1RB6S52K,San Juan,Lopez Island,WA
WP0AA2Y15N,King,Seattle,WA
5YJ3E1EB0N,King,Medina,WA
WBY7Z8C59J,King,Duvall,WA
JN1AZ0CPXC,King,Kirkland,WA
7SAYGDEE5N,Snohomish,Bothell,WA
5YJSA1E22H,Chelan,Chelan,WA
5YJ3E1EB3L,King,Redmond,WA
7SAYGDEE5N,Snohomish,Bothell,WA
5YJSA1E20H,King,Sammamish,WA
3FA6P0PU4G,Island,Oak Harbor,WA
1G1RA6S54J,Kitsap,Port Orchard,WA
WDC0G5EB4K,Clark,Washougal,WA
WAUSPBFF1H,King,Seattle,WA
7SAXCAE58P,King,Seattle,WA
1N4AZ0CP1F,Chelan,Wenatchee,WA
5YJSA1S25F,Thurston,Olympia,WA
WBY1Z4C53G,Thurston,Tenino,WA
5YJ3E1EB3N,Ferry,Curlew,WA
YV1BK0EP3N,San Diego,San Diego,CA
1G1FW6S04H,Thurston,Olympia,WA
1N4AZ0CP8F,Snohomish,Edmonds,WA
5YJYGDEE4L,Whatcom,Bellingham,WA
JN1AZ0CP1B,Spokane,Spokane,WA
KNDCC3LG1L,King,Kirkland,WA
WVGKMPE24N,Thurston,Olympia,WA
5YJ3E1EBXJ,Spokane,Spokane,WA
JTMAB3FV5M,King,Seatac,WA
1G1FY6S02P,King,Seattle,WA
5YJ3E1EB1M,King,Seattle,WA
5YJYGDEF1L,Clark,Ridgefield,WA
7FCTGAAA4N,King,Redmond,WA
5YJ3E1EA0J,King,Woodinville,WA
5YJXCBE4XG,King,Seattle,WA
YSMED3KA7P,King,North Bend,WA
1N4AZ1CP5J,Snohomish,Edmonds,WA
1G1RD6E48B,King,Seattle,WA
5YJ3E1ECXM,Spokane,Greenacres,WA
WMZYU7C50K,Snohomish,Bothell,WA
5YJ3E1EB8K,King,Issaquah,WA
WVWKP7AU8G,King,Seattle,WA
5YJYGDEF1M,King,Renton,WA
5YJSA1E43H,Pierce,Roy,WA
5YJ3E1EC7M,Pierce,Dupont,WA
7SAYGDEE5N,King,Renton,WA
5YJ3E1EA8L,King,Snoqualmie,WA
1G1FY6S07N,King,Seattle,WA
1FADP5CU6G,King,Kent,WA
1N4AZ0CP0D,Pierce,Spanaway,WA
SADHD2S12L,Clark,Vancouver,WA
5YJ3E1EC1M,King,Seattle,WA
5YJ3E1EB1L,Clark,Ridgefield,WA
1G1FW6S00H,Thurston,Olympia,WA
1N4BZ1CP5K,Mason,Shelton,WA
5YJ3E1EA8K,Loudoun,Aldie,VA
5YJSA1E2XL,Kittitas,Cle Elum,WA
KNDCC3LD4L,King,Federal Way,WA
1N4BZ1CP2L,King,Bellevue,WA
5YJSA1E4XF,King,Seattle,WA
7SAYGDEE8N,Clark,Vancouver,WA
YV4ED3UBXN,King,Seattle,WA
7SAYGDEE5P,Snohomish,Bothell,WA
5UXTA6C09N,Pierce,Bonney Lake,WA
1G1RA6E42D,King,Burien,WA
